,order_details_id,order_id,pizza_id,quantity
159,160,68,ital_supr_m,1.0
160,161,69,bbq_ckn_l,1.0
161,162,70,ital_veggie_s,1.0
162,163,70,soppressata_l,1.0
163,164,71,thai_ckn_l,1.0
164,165,72,spinach_fet_l,1.0
165,166,73,thai_ckn_s,1.0
166,167,74,five_cheese_l,1.0
167,168,74,five_cheese_l,1.0
168,169,74,spin_pesto_s,1.0
169,170,74,spinach_supr_l,1.0
170,171,75,ital_supr_s,1.0
171,172,75,mediterraneo_l,1.0
172,173,75,mediterraneo_l,1.0
173,174,76,big_meat_s,1.0
174,175,76,hawaiian_l,1.0
175,176,76,ital_veggie_l,1.0
176,177,76,spicy_ital_l,1.0
177,178,77,bbq_ckn_m,1.0
178,179,77,hawaiian_m,1.0
179,180,78,big_meat_s,1.0
180,181,78,classic_dlx_s,1.0
181,182,78,four_cheese_l,1.0
182,183,78,four_cheese_l,1.0
183,184,78,spicy_ital_l,3.0
184,185,78,thai_ckn_s,1.0
185,186,79,thai_ckn_s,1.0
186,187,79,pep_msh_pep_s,1.0
187,188,79,thai_ckn_l,1.0
188,189,80,pepperoni_s,1.0
189,190,80,thai_ckn_m,1.0
190,191,81,thai_ckn_l,1.0
191,192,82,big_meat_s,1.0
192,193,82,big_meat_s,1.0
193,194,82,big_meat_s,1.0
194,195,82,veggie_veg_m,1.0
195,196,83,southw_ckn_s,1.0
196,197,84,pepperoni_l,1.0
197,198,85,classic_dlx_m,1.0
198,199,85,classic_dlx_s,1.0
199,200,85,ital_supr_l,1.0
200,201,85,the_greek_m,1.0
201,202,86,hawaiian_l,1.0
202,203,87,ital_cpcllo_m,1.0
203,204,87,ital_cpcllo_m,1.0
204,205,87,spinach_supr_l,1.0
205,206,87,spinach_supr_l,1.0
206,207,88,five_cheese_l,1.0
207,208,89,soppressata_l,1.0
208,209,89,thai_ckn_l,1.0
209,210,90,sicilian_l,1.0
210,211,90,thai_ckn_s,1.0
211,212,91,bbq_ckn_l,1.0
212,213,91,ckn_pesto_s,1.0
213,214,91,pepperoni_s,1.0
214,215,92,bbq_ckn_m,1.0
215,216,92,ital_supr_l,1.0
216,217,92,ital_supr_m,1.0
217,218,92,ital_veggie_s,1.0
218,219,92,pepperoni_m,1.0
219,220,92,pepperoni_m,1.0
220,221,92,spinach_fet_s,1.0
221,222,92,spinach_supr_s,1.0
222,223,92,the_greek_m,2.0
223,224,93,the_greek_m,1.0
224,225,94,ital_cpcllo_m,1.0
225,226,94,southw_ckn_s,1.0
226,227,95,napolitana_s,1.0
227,228,95,peppr_salami_l,1.0
228,229,96,peppr_salami_l,1.0
229,230,97,big_meat_s,1.0
230,231,98,classic_dlx_l,1.0
231,232,98,napolitana_l,1.0
232,233,99,ital_supr_l,1.0
233,234,100,hawaiian_l,1.0
234,235,101,cali_ckn_l,1.0
235,236,101,pepperoni_l,1.0
236,237,101,soppressata_l,1.0
237,238,101,spicy_ital_m,1.0
238,239,102,spicy_ital_m,1.0
239,240,102,prsc_argla_s,1.0
240,241,103,spinach_supr_s,1.0
241,242,104,bbq_ckn_m,1.0
242,243,104,bbq_ckn_m,1.0
243,244,104,ital_veggie_m,1.0
244,245,104,veggie_veg_l,1.0
245,246,105,hawaiian_s,2.0
246,247,105,hawaiian_s,1.0
247,248,105,prsc_argla_m,1.0
248,249,106,mexicana_l,1.0
249,250,106,spicy_ital_l,1.0
250,251,107,cali_ckn_l,1.0
251,252,107,ital_supr_m,1.0
252,253,107,spicy_ital_l,1.0
253,254,107,veggie_veg_l,1.0
254,255,108,classic_dlx_l,1.0
255,256,108,hawaiian_l,1.0
256,257,108,spinach_supr_l,1.0
257,258,109,ital_cpcllo_l,1.0
258,259,109,ital_supr_l,1.0
259,260,109,pepperoni_m,1.0
260,261,109,prsc_argla_l,1.0
261,262,110,big_meat_s,1.0
262,263,110,napolitana_l,1.0
263,264,110,napolitana_l,1.0
264,265,110,spicy_ital_s,1.0
265,266,111,cali_ckn_m,1.0
266,267,111,cali_ckn_m,1.0
267,268,111,pepperoni_m,1.0
268,269,111,spin_pesto_l,1.0
269,270,112,pepperoni_s,1.0
270,271,113,cali_ckn_l,1.0
271,272,113,mexicana_l,1.0
272,273,113,southw_ckn_m,1.0
273,274,114,pepperoni_l,1.0
274,275,114,sicilian_s,1.0
275,276,115,big_meat_s,1.0
276,277,115,napolitana_l,1.0
277,278,115,thai_ckn_m,1.0
278,279,116,five_cheese_l,1.0
279,280,117,peppr_salami_m,1.0
280,281,117,sicilian_l,1.0
281,282,118,prsc_argla_l,1.0
282,283,118,spinach_fet_s,1.0
283,284,119,four_cheese_m,1.0
284,285,120,classic_dlx_s,1.0
285,286,120,hawaiian_s,1.0
286,287,120,spinach_fet_l,1.0
287,288,121,bbq_ckn_m,1.0
288,289,121,four_cheese_l,1.0
289,290,121,sicilian_l,1.0
290,291,121,southw_ckn_l,1.0
291,292,122,ital_supr_m,1.0
292,293,123,ital_cpcllo_s,1.0
293,294,124,bbq_ckn_s,1.0
294,295,124,sicilian_l,1.0
295,296,124,spicy_ital_l,1.0
296,297,124,the_greek_s,1.0
297,298,125,the_greek_xl,1.0
298,299,126,veggie_veg_l,1.0
299,300,127,pepperoni_m,1.0
300,301,128,spicy_ital_s,1.0
301,302,129,big_meat_s,1.0
302,303,129,the_greek_m,1.0
303,304,130,the_greek_m,1.0
304,305,130,ital_cpcllo_l,1.0
305,306,130,mexicana_m,1.0
306,307,130,southw_ckn_s,1.0
307,308,131,ckn_pesto_l,1.0
308,309,131,five_cheese_l,1.0
309,310,131,five_cheese_l,1.0
310,311,131,spinach_supr_s,1.0
311,312,132,pepperoni_s,1.0
312,313,133,bbq_ckn_l,1.0
313,314,133,bbq_ckn_l,1.0
314,315,133,the_greek_s,1.0
315,316,134,big_meat_s,1.0
316,317,134,southw_ckn_l,1.0
317,318,134,southw_ckn_l,1.0
318,319,135,veggie_veg_l,1.0
319,320,136,five_cheese_l,1.0
320,321,136,peppr_salami_s,1.0
321,322,137,peppr_salami_s,1.0
322,323,137,pepperoni_s,1.0
323,324,137,spicy_ital_m,1.0
324,325,138,cali_ckn_m,1.0
325,326,138,four_cheese_l,1.0
326,327,138,ital_veggie_l,1.0
327,328,138,sicilian_m,1.0
328,329,139,five_cheese_l,1.0
329,330,140,prsc_argla_s,1.0
330,331,140,veggie_veg_m,1.0
331,332,141,classic_dlx_m,1.0
332,333,142,classic_dlx_m,1.0
333,334,143,cali_ckn_s,1.0
334,335,143,classic_dlx_s,1.0
335,336,143,hawaiian_l,1.0
336,337,143,mexicana_m,1.0
337,338,143,mexicana_m,1.0
338,339,143,prsc_argla_s,1.0
339,340,143,thai_ckn_l,1.0
340,341,143,veggie_veg_m,1.0
341,342,144,bbq_ckn_m,3.0
342,343,144,big_meat_s,1.0
343,344,144,cali_ckn_l,1.0
344,345,144,ckn_pesto_m,1.0
345,346,144,five_cheese_l,1.0
346,347,144,four_cheese_l,1.0
347,348,144,pep_msh_pep_s,1.0
348,349,144,southw_ckn_l,1.0
349,350,144,southw_ckn_s,1.0
350,351,144,spicy_ital_l,1.0
351,352,144,thai_ckn_m,1.0
352,353,144,thai_ckn_m,1.0
353,354,145,the_greek_s,1.0
354,355,146,the_greek_s,1.0
355,356,146,four_cheese_m,1.0
356,357,146,hawaiian_m,1.0
357,358,147,the_greek_xl,1.0
358,359,148,mediterraneo_s,1.0
359,360,149,spinach_fet_m,1.0
360,361,150,pepperoni_m,1.0
361,362,151,southw_ckn_l,1.0
362,363,151,spinach_supr_s,1.0
363,364,152,hawaiian_s,1.0
364,365,152,spinach_fet_l,1.0
365,366,152,thai_ckn_s,1.0
366,367,152,the_greek_m,1.0
367,368,153,mexicana_m,1.0
368,369,154,prsc_argla_s,1.0
369,370,155,ckn_pesto_s,1.0
370,371,155,napolitana_l,1.0
371,372,155,pepperoni_l,1.0
372,373,155,peppr_salami_l,1.0
373,374,156,napolitana_m,1.0
374,375,156,thai_ckn_l,1.0
375,376,157,ital_supr_l,1.0
376,377,157,mediterraneo_m,1.0
377,378,157,sicilian_m,1.0
378,379,157,spin_pesto_m,1.0
379,380,158,ital_veggie_m,1.0
380,381,158,thai_ckn_m,1.0
381,382,159,four_cheese_l,1.0
382,383,159,thai_ckn_m,1.0
383,384,160,classic_dlx_m,1.0
384,385,161,hawaiian_s,1.0
385,386,161,spicy_ital_m,1.0
386,387,161,the_greek_xl,1.0
387,388,162,big_meat_s,1.0
388,389,163,hawaiian_m,1.0
389,390,163,pepperoni_l,1.0
390,391,163,the_greek_m,1.0
391,392,164,cali_ckn_l,1.0
392,393,164,pepperoni_m,1.0
393,394,165,prsc_argla_m,1.0
394,395,166,prsc_argla_s,1.0
395,396,167,prsc_argla_s,1.0
396,397,167,ital_supr_m,1.0
397,398,167,pepperoni_m,1.0
398,399,168,big_meat_s,1.0
399,400,168,veggie_veg_m,1.0
400,401,169,four_cheese_l,1.0
401,402,169,ital_cpcllo_s,1.0
402,403,169,sicilian_m,1.0
403,404,170,hawaiian_l,1.0
404,405,171,napolitana_m,1.0
405,406,172,napolitana_s,1.0
406,407,172,spinach_supr_m,1.0
407,408,172,spinach_supr_m,1.0
408,409,173,cali_ckn_m,1.0
409,410,173,cali_ckn_m,1.0
410,411,173,veggie_veg_l,1.0
411,412,174,big_meat_s,1.0
412,413,174,big_meat_s,1.0
413,414,174,cali_ckn_m,1.0
414,415,174,ital_cpcllo_m,1.0
415,416,175,ital_supr_l,1.0
416,417,176,cali_ckn_l,1.0
417,418,176,peppr_salami_m,1.0
418,419,177,napolitana_s,1.0
419,420,177,thai_ckn_l,1.0
420,421,178,thai_ckn_l,1.0
421,422,179,hawaiian_l,1.0
422,423,179,sicilian_m,1.0
423,424,179,veggie_veg_s,1.0
424,425,180,classic_dlx_l,1.0
425,426,180,prsc_argla_l,1.0
426,427,181,mexicana_l,1.0
427,428,182,brie_carre_s,1.0
428,429,182,peppr_salami_l,1.0
429,430,183,peppr_salami_l,1.0
430,431,183,spin_pesto_l,1.0
431,432,183,spin_pesto_s,1.0
432,433,184,hawaiian_l,1.0
433,434,185,sicilian_m,1.0
434,435,185,spin_pesto_s,1.0
435,436,186,mexicana_l,1.0
436,437,186,southw_ckn_l,1.0
437,438,186,spin_pesto_l,1.0
438,439,186,thai_ckn_l,1.0
439,440,187,five_cheese_l,1.0
440,441,187,spin_pesto_l,1.0
441,442,188,five_cheese_l,1.0
442,443,188,pepperoni_s,1.0
443,444,188,peppr_salami_l,1.0
444,445,189,big_meat_s,2.0
445,446,189,big_meat_s,1.0
446,447,190,bbq_ckn_l,1.0
447,448,190,four_cheese_m,1.0
448,449,190,pep_msh_pep_s,1.0
449,450,190,prsc_argla_l,1.0
450,451,191,cali_ckn_l,1.0
451,452,191,ckn_alfredo_m,1.0
452,453,192,sicilian_s,1.0
453,454,192,southw_ckn_l,1.0
454,455,193,big_meat_s,1.0
455,456,193,cali_ckn_m,1.0
456,457,193,ckn_alfredo_l,2.0
457,458,194,bbq_ckn_s,1.0
458,459,195,bbq_ckn_l,1.0
459,460,196,sicilian_s,1.0
460,461,196,spicy_ital_m,1.0
461,462,196,veggie_veg_m,1.0
462,463,197,veggie_veg_m,1.0
463,464,197,ital_cpcllo_l,1.0
464,465,197,ital_cpcllo_l,1.0
465,466,197,soppressata_l,1.0
466,467,198,big_meat_s,1.0
467,468,198,ckn_alfredo_l,1.0
468,469,199,ckn_alfredo_m,1.0
469,470,200,ckn_alfredo_m,1.0
470,471,201,calabrese_m,1.0
471,472,201,ckn_pesto_l,1.0
472,473,201,ital_supr_l,1.0
473,474,201,ital_supr_l,1.0
474,475,202,cali_ckn_s,1.0
475,476,203,cali_ckn_l,1.0
476,477,203,ital_veggie_m,1.0
477,478,203,pep_msh_pep_l,1.0
478,479,203,the_greek_s,1.0
479,480,204,spicy_ital_l,1.0
480,481,205,cali_ckn_s,1.0
481,482,205,ckn_alfredo_m,1.0
482,483,205,prsc_argla_s,1.0
483,484,206,napolitana_m,1.0
484,485,206,pepperoni_s,1.0
485,486,206,pepperoni_s,1.0
486,487,207,spicy_ital_l,1.0
487,488,208,spicy_ital_l,1.0
488,489,208,bbq_ckn_s,1.0
489,490,208,ckn_alfredo_m,1.0
490,491,208,pepperoni_m,1.0
491,492,208,the_greek_m,1.0
492,493,209,cali_ckn_l,1.0
493,494,210,cali_ckn_l,1.0
494,495,211,cali_ckn_l,1.0
495,496,212,ital_cpcllo_l,1.0
496,497,213,ital_cpcllo_l,1.0
497,498,214,ital_cpcllo_l,1.0
498,499,214,ital_supr_m,1.0
499,500,214,mexicana_s,1.0
500,501,214,spin_pesto_m,1.0
501,502,215,green_garden_s,1.0
502,503,216,bbq_ckn_m,1.0
503,504,216,five_cheese_l,1.0
504,505,216,hawaiian_l,1.0
505,506,217,classic_dlx_m,1.0
506,507,217,classic_dlx_m,1.0
507,508,218,spicy_ital_m,1.0
508,509,219,bbq_ckn_l,1.0
509,510,219,five_cheese_l,1.0
510,511,219,peppr_salami_m,1.0
511,512,219,spinach_fet_m,1.0
512,513,220,spinach_fet_m,1.0
513,514,220,ital_cpcllo_s,1.0
514,515,220,napolitana_l,1.0
515,516,220,spicy_ital_l,1.0
516,517,221,five_cheese_l,1.0
517,518,221,prsc_argla_m,1.0
518,519,221,the_greek_s,1.0
519,520,222,four_cheese_l,1.0
520,521,222,sicilian_s,1.0
521,522,223,sicilian_s,1.0
522,523,224,ckn_alfredo_s,1.0
523,524,224,ital_supr_m,1.0
524,525,224,napolitana_m,1.0
525,526,224,thai_ckn_l,1.0
526,527,225,bbq_ckn_l,1.0
527,528,225,bbq_ckn_m,1.0
528,529,225,southw_ckn_s,1.0
529,530,226,classic_dlx_l,1.0
530,531,227,bbq_ckn_m,1.0
531,532,227,the_greek_m,1.0
532,533,228,ital_veggie_s,1.0
533,534,229,ital_veggie_l,1.0
534,535,229,prsc_argla_l,1.0
535,536,229,spin_pesto_s,1.0
536,537,230,thai_ckn_m,1.0
537,538,231,cali_ckn_l,1.0
538,539,231,napolitana_s,1.0
539,540,231,napolitana_s,1.0
540,541,232,bbq_ckn_m,1.0
541,542,232,spinach_supr_l,1.0
542,543,233,spinach_fet_s,1.0
543,544,234,ckn_alfredo_m,1.0
544,545,234,ital_supr_s,1.0
545,546,234,napolitana_m,1.0
546,547,235,cali_ckn_m,1.0
547,548,236,cali_ckn_m,1.0
548,549,236,green_garden_m,1.0
549,550,237,green_garden_m,1.0
550,551,238,spin_pesto_l,1.0
551,552,239,spin_pesto_l,1.0
552,553,239,thai_ckn_m,1.0
553,554,240,four_cheese_m,1.0
554,555,241,sicilian_m,1.0
555,556,241,spinach_supr_l,1.0
556,557,242,calabrese_m,1.0
557,558,242,thai_ckn_l,1.0
558,559,242,veggie_veg_m,1.0
559,560,243,classic_dlx_l,1.0
560,561,243,spinach_supr_s,1.0
561,562,244,ital_supr_s,1.0
562,563,244,spicy_ital_l,1.0
563,564,245,bbq_ckn_l,1.0
564,565,245,ckn_pesto_l,1.0
565,566,246,ckn_alfredo_m,1.0
566,567,246,ckn_alfredo_m,1.0
567,568,247,hawaiian_m,1.0
568,569,247,hawaiian_m,1.0
569,570,247,spinach_supr_s,1.0
570,571,248,hawaiian_s,1.0
571,572,248,thai_ckn_l,1.0
572,573,249,bbq_ckn_l,1.0
573,574,249,calabrese_s,1.0
574,575,250,four_cheese_m,1.0
575,576,251,mexicana_m,1.0
576,577,252,prsc_argla_m,1.0
577,578,253,brie_carre_s,1.0
578,579,254,bbq_ckn_l,1.0
579,580,254,brie_carre_s,1.0
580,581,254,five_cheese_l,1.0
581,582,255,five_cheese_l,1.0
582,583,255,five_cheese_l,1.0
583,584,255,hawaiian_l,1.0
584,585,255,spinach_fet_m,1.0
585,586,256,pep_msh_pep_l,1.0
586,587,257,cali_ckn_l,1.0
587,588,257,ckn_alfredo_l,1.0
588,589,258,classic_dlx_m,1.0
589,590,259,pepperoni_l,1.0
590,591,260,five_cheese_l,1.0
591,592,260,the_greek_l,1.0
592,593,261,brie_carre_s,1.0
593,594,262,cali_ckn_m,1.0
594,595,263,spin_pesto_l,1.0
595,596,264,mexicana_m,1.0
596,597,265,ckn_alfredo_m,1.0
597,598,265,mexicana_l,1.0
598,599,265,sicilian_m,1.0
599,600,265,spicy_ital_l,1.0
600,601,266,peppr_salami_m,1.0
601,602,267,four_cheese_l,1.0
602,603,267,mediterraneo_l,1.0
603,604,267,napolitana_s,1.0
604,605,268,napolitana_s,1.0
605,606,268,pepperoni_s,1.0
606,607,269,ckn_alfredo_m,1.0
607,608,270,southw_ckn_l,1.0
608,609,270,spin_pesto_l,1.0
609,610,270,spin_pesto_l,1.0
610,611,271,big_meat_s,1.0
611,612,271,cali_ckn_m,2.0
612,613,271,ckn_alfredo_m,2.0
613,614,271,ckn_pesto_l,2.0
614,615,271,ckn_pesto_l,1.0
615,616,271,ital_supr_m,1.0
616,617,271,ital_supr_m,1.0
617,618,271,soppressata_m,1.0
618,619,271,soppressata_m,1.0
619,620,271,the_greek_s,1.0
620,621,272,ital_supr_m,1.0
621,622,273,soppressata_s,1.0
622,623,274,four_cheese_l,1.0
623,624,274,four_cheese_l,1.0
624,625,275,classic_dlx_l,1.0
625,626,275,five_cheese_l,1.0
626,627,275,pepperoni_s,1.0
627,628,275,pepperoni_s,1.0
628,629,276,five_cheese_l,1.0
629,630,276,spicy_ital_l,1.0
630,631,277,four_cheese_m,1.0
631,632,278,ital_veggie_m,1.0
632,633,278,southw_ckn_l,1.0
633,634,279,cali_ckn_m,1.0
634,635,279,ckn_alfredo_m,1.0
635,636,280,prsc_argla_m,1.0
636,637,280,veggie_veg_m,1.0
637,638,281,sicilian_s,1.0
638,639,282,classic_dlx_s,1.0
639,640,282,classic_dlx_s,1.0
640,641,282,peppr_salami_l,1.0
641,642,282,spin_pesto_l,1.0
642,643,283,napolitana_m,1.0
643,644,284,four_cheese_m,1.0
644,645,284,hawaiian_s,1.0
645,646,284,napolitana_m,1.0
646,647,285,prsc_argla_l,1.0
647,648,286,ital_supr_m,1.0
648,649,286,peppr_salami_l,1.0
649,650,287,ital_supr_m,1.0
650,651,287,pep_msh_pep_m,1.0
651,652,287,pepperoni_m,1.0
652,653,287,sicilian_s,1.0
653,654,288,brie_carre_s,1.0
654,655,288,prsc_argla_l,1.0
655,656,288,spinach_supr_l,1.0
656,657,289,five_cheese_l,1.0
657,658,290,classic_dlx_s,1.0
658,659,290,veggie_veg_m,1.0
659,660,291,bbq_ckn_l,1.0
660,661,291,ckn_alfredo_m,2.0
661,662,291,four_cheese_m,2.0
662,663,292,spin_pesto_m,2.0
663,664,292,spinach_fet_l,1.0
664,665,293,classic_dlx_s,1.0
665,666,293,ital_veggie_s,1.0
666,667,294,bbq_ckn_m,1.0
667,668,294,ital_supr_l,1.0
668,669,294,thai_ckn_l,1.0
669,670,295,cali_ckn_m,1.0
670,671,296,green_garden_s,1.0
671,672,296,ital_cpcllo_s,1.0
672,673,296,ital_cpcllo_s,1.0
673,674,297,southw_ckn_m,1.0
674,675,298,cali_ckn_m,1.0
675,676,298,cali_ckn_m,1.0
676,677,298,ckn_alfredo_m,1.0
677,678,298,classic_dlx_s,1.0
678,679,299,classic_dlx_s,1.0
679,680,299,spinach_fet_m,1.0
680,681,300,spinach_fet_m,1.0
681,682,300,ital_cpcllo_s,1.0
682,683,300,ital_veggie_s,1.0
683,684,300,spinach_supr_s,1.0
684,685,301,napolitana_l,1.0
685,686,302,peppr_salami_l,1.0
686,687,303,big_meat_s,1.0
687,688,303,big_meat_s,1.0
688,689,303,pepperoni_s,1.0
689,690,304,hawaiian_s,1.0
690,691,304,mexicana_l,1.0
691,692,305,pepperoni_l,1.0
692,693,305,pepperoni_l,1.0
693,694,305,spicy_ital_m,1.0
694,695,306,big_meat_s,1.0
695,696,306,hawaiian_s,1.0
696,697,306,napolitana_m,1.0
697,698,307,classic_dlx_l,1.0
698,699,307,thai_ckn_m,1.0
699,700,308,hawaiian_l,1.0
700,701,308,pep_msh_pep_l,1.0
701,702,308,thai_ckn_s,1.0
702,703,309,five_cheese_l,1.0
703,704,309,peppr_salami_m,1.0
704,705,310,hawaiian_s,1.0
705,706,310,thai_ckn_s,1.0
706,707,311,sicilian_l,1.0
707,708,312,big_meat_s,1.0
708,709,312,big_meat_s,1.0
709,710,312,ckn_alfredo_m,1.0
710,711,312,sicilian_m,1.0
711,712,313,sicilian_m,1.0
712,713,314,calabrese_m,1.0
713,714,314,five_cheese_l,1.0
714,715,314,five_cheese_l,1.0
715,716,314,five_cheese_l,1.0
716,717,314,veggie_veg_m,1.0
717,718,315,classic_dlx_m,1.0
718,719,316,hawaiian_s,1.0
719,720,316,ital_supr_m,1.0
720,721,317,cali_ckn_s,1.0
721,722,317,classic_dlx_m,1.0
722,723,317,four_cheese_l,1.0
723,724,317,hawaiian_s,1.0
724,725,317,pep_msh_pep_l,1.0
725,726,317,prsc_argla_s,1.0
726,727,317,spinach_fet_s,1.0
727,728,318,ital_cpcllo_l,1.0
728,729,318,ital_cpcllo_l,1.0
729,730,318,soppressata_s,1.0
730,731,318,spicy_ital_l,1.0
731,732,319,spicy_ital_l,1.0
732,733,320,cali_ckn_m,1.0
733,734,320,ckn_pesto_l,1.0
734,735,321,ital_supr_l,1.0
735,736,322,cali_ckn_l,1.0
736,737,322,ckn_pesto_l,1.0
737,738,322,classic_dlx_s,1.0
738,739,322,thai_ckn_l,1.0
739,740,323,classic_dlx_m,1.0
740,741,324,five_cheese_l,1.0
741,742,325,classic_dlx_s,1.0
742,743,325,veggie_veg_s,1.0
743,744,326,cali_ckn_m,1.0
744,745,326,spinach_supr_l,1.0
745,746,327,classic_dlx_m,1.0
746,747,328,classic_dlx_m,1.0
747,748,329,spicy_ital_l,1.0
748,749,329,spinach_supr_m,1.0
749,750,330,big_meat_s,1.0
